"","DATE","Jan.CPI","state_code","Change.in.Total.Homelessness..2021.2022","Change.in.Total.Homelessness..2020.2022","Change.in.Total.Homelessness..2019.2022","Change.in.Total.Homelessness..2018.2022","Change.in.Total.Homelessness..2017.2022","Change.in.Total.Homelessness..2016.2022","Change.in.Total.Homelessness..2015.2022","Change.in.Total.Homelessness..2014.2022","Change.in.Total.Homelessness..2013.2022","Change.in.Total.Homelessness..2012.2022","state","property_type","median_sale_price","Overall.Homeless..2012","Overall.Homeless..2013","Overall.Homeless..2014","Overall.Homeless...Under.18..2014","Overall.Homeless...Age.18.to.24..2014","Overall.Homeless...Over.24..2014","Overall.Homeless..2015","Overall.Homeless...Under.18..2015","Overall.Homeless...Age.18.to.24..2015","Overall.Homeless...Over.24..2015","Overall.Homeless..2016","Overall.Homeless...Under.18..2016","Overall.Homeless...Age.18.to.24..2016","Overall.Homeless...Over.24..2016","Overall.Homeless..2017","Overall.Homeless...Under.18..2017","Overall.Homeless...Age.18.to.24..2017","Overall.Homeless...Over.24..2017","Overall.Homeless..2018","Overall.Homeless...Under.18..2018","Overall.Homeless...Age.18.to.24..2018","Overall.Homeless...Over.24..2018","Overall.Homeless..2019","Overall.Homeless...Under.18..2019","Overall.Homeless...Age.18.to.24..2019","Overall.Homeless...Over.24..2019","Overall.Homeless..2020","Overall.Homeless...Under.18..2020","Overall.Homeless...Age.18.to.24..2020","Overall.Homeless...Over.24..2020","Overall.Homeless..2021","Overall.Homeless...Under.18..2021","Overall.Homeless...Age.18.to.24..2021","Overall.Homeless...Over.24..2021","Overall.Homeless..2022","Overall.Homeless...Under.18..2022","Overall.Homeless...Age.18.to.24..2022","Overall.Homeless...Over.24..2022","state.income","homelessness_final_change","inflation_adjusted_price","region"
"583","2014",233.916,"MT","-12.0%","2.6%","16.8%","12.8%","3.7%","11.8%","-7.3%","-9.2%","-15.6%","-13.5%","Montana","Condo/Co-op",209900,"1,833","1,878","1,745","354","232","1,159","1,709","374","225","1,110","1,418","350","123","945","1,529","340","124","1,065","1,405","247","151","1,007","1,357","250","111","996","1,545","328","98","1,119","1,801","259","72","844","1,585","264","121","1,200",61810,"decreased",252283,"West"
"584","2014",233.916,"MT","-12.0%","2.6%","16.8%","12.8%","3.7%","11.8%","-7.3%","-9.2%","-15.6%","-13.5%","Montana","Single Family Residential",247300,"1,833","1,878","1,745","354","232","1,159","1,709","374","225","1,110","1,418","350","123","945","1,529","340","124","1,065","1,405","247","151","1,007","1,357","250","111","996","1,545","328","98","1,119","1,801","259","72","844","1,585","264","121","1,200",61810,"decreased",297234,"West"
"585","2014",233.916,"MT","-12.0%","2.6%","16.8%","12.8%","3.7%","11.8%","-7.3%","-9.2%","-15.6%","-13.5%","Montana","Townhouse",196000,"1,833","1,878","1,745","354","232","1,159","1,709","374","225","1,110","1,418","350","123","945","1,529","340","124","1,065","1,405","247","151","1,007","1,357","250","111","996","1,545","328","98","1,119","1,801","259","72","844","1,585","264","121","1,200",61810,"decreased",235576,"West"
"586","2014",233.916,"NC","29.4%","1.1%","0.7%","1.2%","4.7%","-1.9%","-12.2%","-18.4%","-22.9%","-30.6%","North Carolina","All Residential",167300,"13,524","12,168","11,491","2,548","1,028","7,915","10,685","2,295","841","7,549","9,559","1,994","650","6,915","8,962","1,883","571","6,508","9,268","1,762","647","6,859","9,314","1,553","532","7,229","9,280","1,634","561","7,085","7,249","1,484","437","5,221","9,382","1,743","556","7,083",56590,"decreased",201081,"South"
"587","2014",233.916,"NC","29.4%","1.1%","0.7%","1.2%","4.7%","-1.9%","-12.2%","-18.4%","-22.9%","-30.6%","North Carolina","Condo/Co-op",128300,"13,524","12,168","11,491","2,548","1,028","7,915","10,685","2,295","841","7,549","9,559","1,994","650","6,915","8,962","1,883","571","6,508","9,268","1,762","647","6,859","9,314","1,553","532","7,229","9,280","1,634","561","7,085","7,249","1,484","437","5,221","9,382","1,743","556","7,083",56590,"decreased",154206,"South"
"588","2014",233.916,"NC","29.4%","1.1%","0.7%","1.2%","4.7%","-1.9%","-12.2%","-18.4%","-22.9%","-30.6%","North Carolina","Multi-Family (2-4 Unit)",124500,"13,524","12,168","11,491","2,548","1,028","7,915","10,685","2,295","841","7,549","9,559","1,994","650","6,915","8,962","1,883","571","6,508","9,268","1,762","647","6,859","9,314","1,553","532","7,229","9,280","1,634","561","7,085","7,249","1,484","437","5,221","9,382","1,743","556","7,083",56590,"decreased",149639,"South"
"589","2014",233.916,"NC","29.4%","1.1%","0.7%","1.2%","4.7%","-1.9%","-12.2%","-18.4%","-22.9%","-30.6%","North Carolina","Single Family Residential",174500,"13,524","12,168","11,491","2,548","1,028","7,915","10,685","2,295","841","7,549","9,559","1,994","650","6,915","8,962","1,883","571","6,508","9,268","1,762","647","6,859","9,314","1,553","532","7,229","9,280","1,634","561","7,085","7,249","1,484","437","5,221","9,382","1,743","556","7,083",56590,"decreased",209735,"South"
"590","2014",233.916,"NC","29.4%","1.1%","0.7%","1.2%","4.7%","-1.9%","-12.2%","-18.4%","-22.9%","-30.6%","North Carolina","Townhouse",142300,"13,524","12,168","11,491","2,548","1,028","7,915","10,685","2,295","841","7,549","9,559","1,994","650","6,915","8,962","1,883","571","6,508","9,268","1,762","647","6,859","9,314","1,553","532","7,229","9,280","1,634","561","7,085","7,249","1,484","437","5,221","9,382","1,743","556","7,083",56590,"decreased",171033,"South"
"591","2014",233.916,"NE","16.1%","-6.6%","-5.0%","-7.2%","-10.2%","-18.4%","-18.1%","-25.8%","-28.6%","-40.7%","Nebraska","All Residential",135100,"3,789","3,145","3,026","765","311","1,950","2,744","635","292","1,817","2,754","590","258","1,906","2,501","501","225","1,775","2,421","419","196","1,806","2,365","423","185","1,757","2,404","463","181","1,760","1,935","326","147","1,462","2,246","373","152","1,721",68790,"decreased",162379,"North Central"
"592","2014",233.916,"NE","16.1%","-6.6%","-5.0%","-7.2%","-10.2%","-18.4%","-18.1%","-25.8%","-28.6%","-40.7%","Nebraska","Condo/Co-op",133900,"3,789","3,145","3,026","765","311","1,950","2,744","635","292","1,817","2,754","590","258","1,906","2,501","501","225","1,775","2,421","419","196","1,806","2,365","423","185","1,757","2,404","463","181","1,760","1,935","326","147","1,462","2,246","373","152","1,721",68790,"decreased",160937,"North Central"
"593","2014",233.916,"NE","16.1%","-6.6%","-5.0%","-7.2%","-10.2%","-18.4%","-18.1%","-25.8%","-28.6%","-40.7%","Nebraska","Multi-Family (2-4 Unit)",111400,"3,789","3,145","3,026","765","311","1,950","2,744","635","292","1,817","2,754","590","258","1,906","2,501","501","225","1,775","2,421","419","196","1,806","2,365","423","185","1,757","2,404","463","181","1,760","1,935","326","147","1,462","2,246","373","152","1,721",68790,"decreased",133894,"North Central"
"594","2014",233.916,"NE","16.1%","-6.6%","-5.0%","-7.2%","-10.2%","-18.4%","-18.1%","-25.8%","-28.6%","-40.7%","Nebraska","Single Family Residential",136500,"3,789","3,145","3,026","765","311","1,950","2,744","635","292","1,817","2,754","590","258","1,906","2,501","501","225","1,775","2,421","419","196","1,806","2,365","423","185","1,757","2,404","463","181","1,760","1,935","326","147","1,462","2,246","373","152","1,721",68790,"decreased",164062,"North Central"
"595","2014",233.916,"NE","16.1%","-6.6%","-5.0%","-7.2%","-10.2%","-18.4%","-18.1%","-25.8%","-28.6%","-40.7%","Nebraska","Townhouse",135500,"3,789","3,145","3,026","765","311","1,950","2,744","635","292","1,817","2,754","590","258","1,906","2,501","501","225","1,775","2,421","419","196","1,806","2,365","423","185","1,757","2,404","463","181","1,760","1,935","326","147","1,462","2,246","373","152","1,721",68790,"decreased",162860,"North Central"
"596","2014",233.916,"NH","7.6%","-4.2%","15.0%","10.7%","10.2%","17.5%","11.1%","16.6%","10.9%","7.3%","New Hampshire","All Residential",209100,"1,496","1,447","1,376","329","139","908","1,445","382","142","921","1,366","321","139","906","1,456","389","126","941","1,450","362","125","963","1,396","352","117","927","1,675","373","118","1,184","1,491","320","123","1,048","1,605","315","128","1,162",88780,"increased",251321,"Northeast"
"597","2014",233.916,"NH","7.6%","-4.2%","15.0%","10.7%","10.2%","17.5%","11.1%","16.6%","10.9%","7.3%","New Hampshire","Condo/Co-op",164500,"1,496","1,447","1,376","329","139","908","1,445","382","142","921","1,366","321","139","906","1,456","389","126","941","1,450","362","125","963","1,396","352","117","927","1,675","373","118","1,184","1,491","320","123","1,048","1,605","315","128","1,162",88780,"increased",197716,"Northeast"
"598","2014",233.916,"NH","7.6%","-4.2%","15.0%","10.7%","10.2%","17.5%","11.1%","16.6%","10.9%","7.3%","New Hampshire","Multi-Family (2-4 Unit)",189200,"1,496","1,447","1,376","329","139","908","1,445","382","142","921","1,366","321","139","906","1,456","389","126","941","1,450","362","125","963","1,396","352","117","927","1,675","373","118","1,184","1,491","320","123","1,048","1,605","315","128","1,162",88780,"increased",227403,"Northeast"
"599","2014",233.916,"NH","7.6%","-4.2%","15.0%","10.7%","10.2%","17.5%","11.1%","16.6%","10.9%","7.3%","New Hampshire","Single Family Residential",219700,"1,496","1,447","1,376","329","139","908","1,445","382","142","921","1,366","321","139","906","1,456","389","126","941","1,450","362","125","963","1,396","352","117","927","1,675","373","118","1,184","1,491","320","123","1,048","1,605","315","128","1,162",88780,"increased",264062,"Northeast"
"600","2014",233.916,"NH","7.6%","-4.2%","15.0%","10.7%","10.2%","17.5%","11.1%","16.6%","10.9%","7.3%","New Hampshire","Townhouse",171500,"1,496","1,447","1,376","329","139","908","1,445","382","142","921","1,366","321","139","906","1,456","389","126","941","1,450","362","125","963","1,396","352","117","927","1,675","373","118","1,184","1,491","320","123","1,048","1,605","315","128","1,162",88780,"increased",206129,"Northeast"
"601","2014",233.916,"NJ","5.9%","-9.4%","-1.2%","-6.9%","2.5%","-1.6%","-13.3%","-25.0%","-27.1%","-32.8%","New Jersey","All Residential",236900,"13,025","12,002","11,671","3,287","1,198","7,186","10,098","2,404","1,074","6,620","8,895","2,086","850","5,959","8,536","1,945","761","5,830","9,398","2,093","808","6,497","8,862","1,831","714","6,317","9,662","2,053","717","6,892","8,262","1,672","537","6,053","8,752","1,833","650","6,269",78920,"decreased",284735,"Northeast"
"602","2014",233.916,"NJ","5.9%","-9.4%","-1.2%","-6.9%","2.5%","-1.6%","-13.3%","-25.0%","-27.1%","-32.8%","New Jersey","Condo/Co-op",198600,"13,025","12,002","11,671","3,287","1,198","7,186","10,098","2,404","1,074","6,620","8,895","2,086","850","5,959","8,536","1,945","761","5,830","9,398","2,093","808","6,497","8,862","1,831","714","6,317","9,662","2,053","717","6,892","8,262","1,672","537","6,053","8,752","1,833","650","6,269",78920,"decreased",238701,"Northeast"
"603","2014",233.916,"NJ","5.9%","-9.4%","-1.2%","-6.9%","2.5%","-1.6%","-13.3%","-25.0%","-27.1%","-32.8%","New Jersey","Multi-Family (2-4 Unit)",247900,"13,025","12,002","11,671","3,287","1,198","7,186","10,098","2,404","1,074","6,620","8,895","2,086","850","5,959","8,536","1,945","761","5,830","9,398","2,093","808","6,497","8,862","1,831","714","6,317","9,662","2,053","717","6,892","8,262","1,672","537","6,053","8,752","1,833","650","6,269",78920,"decreased",297956,"Northeast"
"604","2014",233.916,"NJ","5.9%","-9.4%","-1.2%","-6.9%","2.5%","-1.6%","-13.3%","-25.0%","-27.1%","-32.8%","New Jersey","Single Family Residential",244100,"13,025","12,002","11,671","3,287","1,198","7,186","10,098","2,404","1,074","6,620","8,895","2,086","850","5,959","8,536","1,945","761","5,830","9,398","2,093","808","6,497","8,862","1,831","714","6,317","9,662","2,053","717","6,892","8,262","1,672","537","6,053","8,752","1,833","650","6,269",78920,"decreased",293388,"Northeast"
"605","2014",233.916,"NJ","5.9%","-9.4%","-1.2%","-6.9%","2.5%","-1.6%","-13.3%","-25.0%","-27.1%","-32.8%","New Jersey","Townhouse",197300,"13,025","12,002","11,671","3,287","1,198","7,186","10,098","2,404","1,074","6,620","8,895","2,086","850","5,959","8,536","1,945","761","5,830","9,398","2,093","808","6,497","8,862","1,831","714","6,317","9,662","2,053","717","6,892","8,262","1,672","537","6,053","8,752","1,833","650","6,269",78920,"decreased",237139,"Northeast"
"606","2014",233.916,"NM","-6.8%","-23.2%","-21.0%","0.4%","3.1%","13.1%","-2.6%","-6.8%","-9.2%","-21.1%","New Mexico","All Residential",292000,"3,245","2,819","2,746","750","243","1,753","2,629","701","205","1,723","2,263","529","210","1,524","2,482","471","130","1,881","2,551","437","146","1,968","3,241","515","217","2,509","3,333","482","221","2,630","2,747","521","207","2,019","2,560","484","192","1,884",56470,"decreased",350960,"West"
"607","2014",233.916,"NM","-6.8%","-23.2%","-21.0%","0.4%","3.1%","13.1%","-2.6%","-6.8%","-9.2%","-21.1%","New Mexico","Condo/Co-op",231200,"3,245","2,819","2,746","750","243","1,753","2,629","701","205","1,723","2,263","529","210","1,524","2,482","471","130","1,881","2,551","437","146","1,968","3,241","515","217","2,509","3,333","482","221","2,630","2,747","521","207","2,019","2,560","484","192","1,884",56470,"decreased",277884,"West"
"608","2014",233.916,"NM","-6.8%","-23.2%","-21.0%","0.4%","3.1%","13.1%","-2.6%","-6.8%","-9.2%","-21.1%","New Mexico","Single Family Residential",296800,"3,245","2,819","2,746","750","243","1,753","2,629","701","205","1,723","2,263","529","210","1,524","2,482","471","130","1,881","2,551","437","146","1,968","3,241","515","217","2,509","3,333","482","221","2,630","2,747","521","207","2,019","2,560","484","192","1,884",56470,"decreased",356729,"West"
"609","2014",233.916,"NM","-6.8%","-23.2%","-21.0%","0.4%","3.1%","13.1%","-2.6%","-6.8%","-9.2%","-21.1%","New Mexico","Townhouse",319500,"3,245","2,819","2,746","750","243","1,753","2,629","701","205","1,723","2,263","529","210","1,524","2,482","471","130","1,881","2,551","437","146","1,968","3,241","515","217","2,509","3,333","482","221","2,630","2,747","521","207","2,019","2,560","484","192","1,884",56470,"decreased",384013,"West"
"610","2014",233.916,"NV","7.4%","10.4%","6.3%","1.0%","-2.7%","3.0%","-12.9%","-11.2%","8.2%","-10.3%","Nevada","All Residential",175400,"8,497","7,039","8,582","1,542","1,206","5,834","8,743","1,395","1,573","5,775","7,398","639","1,424","5,335","7,833","608","1,936","5,289","7,544","519","1,235","5,790","7,169","656","1,025","5,488","6,900","383","549","5,968","7,090","367","354","5,366","7,618","522","392","6,704",60330,"decreased",210817,"West"
"611","2014",233.916,"NV","7.4%","10.4%","6.3%","1.0%","-2.7%","3.0%","-12.9%","-11.2%","8.2%","-10.3%","Nevada","Condo/Co-op",83500,"8,497","7,039","8,582","1,542","1,206","5,834","8,743","1,395","1,573","5,775","7,398","639","1,424","5,335","7,833","608","1,936","5,289","7,544","519","1,235","5,790","7,169","656","1,025","5,488","6,900","383","549","5,968","7,090","367","354","5,366","7,618","522","392","6,704",60330,"decreased",100360,"West"
"612","2014",233.916,"NV","7.4%","10.4%","6.3%","1.0%","-2.7%","3.0%","-12.9%","-11.2%","8.2%","-10.3%","Nevada","Multi-Family (2-4 Unit)",156400,"8,497","7,039","8,582","1,542","1,206","5,834","8,743","1,395","1,573","5,775","7,398","639","1,424","5,335","7,833","608","1,936","5,289","7,544","519","1,235","5,790","7,169","656","1,025","5,488","6,900","383","549","5,968","7,090","367","354","5,366","7,618","522","392","6,704",60330,"decreased",187980,"West"
"613","2014",233.916,"NV","7.4%","10.4%","6.3%","1.0%","-2.7%","3.0%","-12.9%","-11.2%","8.2%","-10.3%","Nevada","Single Family Residential",188500,"8,497","7,039","8,582","1,542","1,206","5,834","8,743","1,395","1,573","5,775","7,398","639","1,424","5,335","7,833","608","1,936","5,289","7,544","519","1,235","5,790","7,169","656","1,025","5,488","6,900","383","549","5,968","7,090","367","354","5,366","7,618","522","392","6,704",60330,"decreased",226562,"West"
"614","2014",233.916,"NV","7.4%","10.4%","6.3%","1.0%","-2.7%","3.0%","-12.9%","-11.2%","8.2%","-10.3%","Nevada","Townhouse",120000,"8,497","7,039","8,582","1,542","1,206","5,834","8,743","1,395","1,573","5,775","7,398","639","1,424","5,335","7,833","608","1,936","5,289","7,544","519","1,235","5,790","7,169","656","1,025","5,488","6,900","383","549","5,968","7,090","367","354","5,366","7,618","522","392","6,704",60330,"decreased",144230,"West"
"615","2014",233.916,"NY","-6.0%","-18.7%","-19.5%","-19.3%","-17.1%","-14.1%","-15.9%","-8.0%","-4.2%","6.6%","New York","All Residential",216800,"69,566","77,430","80,590","28,588","8,608","43,394","88,250","31,005","8,944","48,301","86,352","30,122","8,816","47,414","89,503","30,098","9,111","50,294","91,897","30,009","8,761","53,127","92,091","28,985","8,444","54,662","91,271","27,968","8,199","55,104","78,920","22,349","6,712","49,793","74,178","20,299","6,399","47,480",65690,"increased",260576,"Northeast"
"616","2014",233.916,"NY","-6.0%","-18.7%","-19.5%","-19.3%","-17.1%","-14.1%","-15.9%","-8.0%","-4.2%","6.6%","New York","Condo/Co-op",213100,"69,566","77,430","80,590","28,588","8,608","43,394","88,250","31,005","8,944","48,301","86,352","30,122","8,816","47,414","89,503","30,098","9,111","50,294","91,897","30,009","8,761","53,127","92,091","28,985","8,444","54,662","91,271","27,968","8,199","55,104","78,920","22,349","6,712","49,793","74,178","20,299","6,399","47,480",65690,"increased",256129,"Northeast"
"617","2014",233.916,"NY","-6.0%","-18.7%","-19.5%","-19.3%","-17.1%","-14.1%","-15.9%","-8.0%","-4.2%","6.6%","New York","Multi-Family (2-4 Unit)",112100,"69,566","77,430","80,590","28,588","8,608","43,394","88,250","31,005","8,944","48,301","86,352","30,122","8,816","47,414","89,503","30,098","9,111","50,294","91,897","30,009","8,761","53,127","92,091","28,985","8,444","54,662","91,271","27,968","8,199","55,104","78,920","22,349","6,712","49,793","74,178","20,299","6,399","47,480",65690,"increased",134735,"Northeast"
"618","2014",233.916,"NY","-6.0%","-18.7%","-19.5%","-19.3%","-17.1%","-14.1%","-15.9%","-8.0%","-4.2%","6.6%","New York","Single Family Residential",224000,"69,566","77,430","80,590","28,588","8,608","43,394","88,250","31,005","8,944","48,301","86,352","30,122","8,816","47,414","89,503","30,098","9,111","50,294","91,897","30,009","8,761","53,127","92,091","28,985","8,444","54,662","91,271","27,968","8,199","55,104","78,920","22,349","6,712","49,793","74,178","20,299","6,399","47,480",65690,"increased",269230,"Northeast"
"619","2014",233.916,"NY","-6.0%","-18.7%","-19.5%","-19.3%","-17.1%","-14.1%","-15.9%","-8.0%","-4.2%","6.6%","New York","Townhouse",206900,"69,566","77,430","80,590","28,588","8,608","43,394","88,250","31,005","8,944","48,301","86,352","30,122","8,816","47,414","89,503","30,098","9,111","50,294","91,897","30,009","8,761","53,127","92,091","28,985","8,444","54,662","91,271","27,968","8,199","55,104","78,920","22,349","6,712","49,793","74,178","20,299","6,399","47,480",65690,"increased",248677,"Northeast"
"620","2014",233.916,"OH","34.6%","-0.0%","3.0%","4.0%","5.5%","2.4%","-4.7%","-9.9%","-13.6%","-23.8%","Ohio","All Residential",101000,"13,977","12,325","11,823","2,599","1,236","7,988","11,182","2,241","1,082","7,859","10,404","2,229","944","7,231","10,095","2,234","858","7,003","10,249","2,141","899","7,209","10,345","2,135","853","7,357","10,655","1,999","842","7,814","7,915","1,781","671","5,463","10,654","2,098","930","7,626",60050,"decreased",121394,"North Central"
"621","2014",233.916,"OH","34.6%","-0.0%","3.0%","4.0%","5.5%","2.4%","-4.7%","-9.9%","-13.6%","-23.8%","Ohio","Condo/Co-op",101200,"13,977","12,325","11,823","2,599","1,236","7,988","11,182","2,241","1,082","7,859","10,404","2,229","944","7,231","10,095","2,234","858","7,003","10,249","2,141","899","7,209","10,345","2,135","853","7,357","10,655","1,999","842","7,814","7,915","1,781","671","5,463","10,654","2,098","930","7,626",60050,"decreased",121634,"North Central"
"622","2014",233.916,"OH","34.6%","-0.0%","3.0%","4.0%","5.5%","2.4%","-4.7%","-9.9%","-13.6%","-23.8%","Ohio","Multi-Family (2-4 Unit)",58400,"13,977","12,325","11,823","2,599","1,236","7,988","11,182","2,241","1,082","7,859","10,404","2,229","944","7,231","10,095","2,234","858","7,003","10,249","2,141","899","7,209","10,345","2,135","853","7,357","10,655","1,999","842","7,814","7,915","1,781","671","5,463","10,654","2,098","930","7,626",60050,"decreased",70192,"North Central"
"623","2014",233.916,"OH","34.6%","-0.0%","3.0%","4.0%","5.5%","2.4%","-4.7%","-9.9%","-13.6%","-23.8%","Ohio","Single Family Residential",102500,"13,977","12,325","11,823","2,599","1,236","7,988","11,182","2,241","1,082","7,859","10,404","2,229","944","7,231","10,095","2,234","858","7,003","10,249","2,141","899","7,209","10,345","2,135","853","7,357","10,655","1,999","842","7,814","7,915","1,781","671","5,463","10,654","2,098","930","7,626",60050,"decreased",123197,"North Central"
"624","2014",233.916,"OH","34.6%","-0.0%","3.0%","4.0%","5.5%","2.4%","-4.7%","-9.9%","-13.6%","-23.8%","Ohio","Townhouse",206800,"13,977","12,325","11,823","2,599","1,236","7,988","11,182","2,241","1,082","7,859","10,404","2,229","944","7,231","10,095","2,234","858","7,003","10,249","2,141","899","7,209","10,345","2,135","853","7,357","10,655","1,999","842","7,814","7,915","1,781","671","5,463","10,654","2,098","930","7,626",60050,"decreased",248557,"North Central"
"625","2014",233.916,"OK","39.3%","-4.5%","-4.8%","-3.0%","-10.6%","-8.6%","-0.6%","-10.4%","-14.8%","-25.4%","Oklahoma","All Residential",131900,"5,032","4,408","4,191","749","420","3,022","3,777","691","467","2,619","4,107","764","427","2,916","4,199","867","378","2,954","3,871","637","327","2,907","3,944","549","327","3,068","3,932","490","305","3,137","2,694","438","258","1,998","3,754","528","360","2,866",57090,"decreased",158533,"South"
"626","2014",233.916,"OK","39.3%","-4.5%","-4.8%","-3.0%","-10.6%","-8.6%","-0.6%","-10.4%","-14.8%","-25.4%","Oklahoma","Condo/Co-op",78300,"5,032","4,408","4,191","749","420","3,022","3,777","691","467","2,619","4,107","764","427","2,916","4,199","867","378","2,954","3,871","637","327","2,907","3,944","549","327","3,068","3,932","490","305","3,137","2,694","438","258","1,998","3,754","528","360","2,866",57090,"decreased",94110,"South"
"627","2014",233.916,"OK","39.3%","-4.5%","-4.8%","-3.0%","-10.6%","-8.6%","-0.6%","-10.4%","-14.8%","-25.4%","Oklahoma","Multi-Family (2-4 Unit)",94200,"5,032","4,408","4,191","749","420","3,022","3,777","691","467","2,619","4,107","764","427","2,916","4,199","867","378","2,954","3,871","637","327","2,907","3,944","549","327","3,068","3,932","490","305","3,137","2,694","438","258","1,998","3,754","528","360","2,866",57090,"decreased",113221,"South"
"628","2014",233.916,"OK","39.3%","-4.5%","-4.8%","-3.0%","-10.6%","-8.6%","-0.6%","-10.4%","-14.8%","-25.4%","Oklahoma","Single Family Residential",133200,"5,032","4,408","4,191","749","420","3,022","3,777","691","467","2,619","4,107","764","427","2,916","4,199","867","378","2,954","3,871","637","327","2,907","3,944","549","327","3,068","3,932","490","305","3,137","2,694","438","258","1,998","3,754","528","360","2,866",57090,"decreased",160096,"South"
"629","2014",233.916,"OK","39.3%","-4.5%","-4.8%","-3.0%","-10.6%","-8.6%","-0.6%","-10.4%","-14.8%","-25.4%","Oklahoma","Townhouse",101600,"5,032","4,408","4,191","749","420","3,022","3,777","691","467","2,619","4,107","764","427","2,916","4,199","867","378","2,954","3,871","637","327","2,907","3,944","549","327","3,068","3,932","490","305","3,137","2,694","438","258","1,998","3,754","528","360","2,866",57090,"decreased",122115,"South"
"630","2014",233.916,"OR","98.5%","22.5%","13.1%","24.1%","28.7%","35.7%","35.8%","47.6%","29.9%","13.5%","Oregon","All Residential",232200,"15,828","13,822","12,164","2,685","1,174","8,305","13,226","2,545","1,228","9,453","13,238","2,566","1,188","9,484","13,953","2,636","1,160","10,157","14,476","2,185","1,165","11,126","15,876","2,645","1,116","12,115","14,655","2,030","944","11,681","9,048","992","672","7,384","17,959","2,157","987","14,815",71220,"increased",279086,"West"
"631","2014",233.916,"OR","98.5%","22.5%","13.1%","24.1%","28.7%","35.7%","35.8%","47.6%","29.9%","13.5%","Oregon","Condo/Co-op",182200,"15,828","13,822","12,164","2,685","1,174","8,305","13,226","2,545","1,228","9,453","13,238","2,566","1,188","9,484","13,953","2,636","1,160","10,157","14,476","2,185","1,165","11,126","15,876","2,645","1,116","12,115","14,655","2,030","944","11,681","9,048","992","672","7,384","17,959","2,157","987","14,815",71220,"increased",218990,"West"
"632","2014",233.916,"OR","98.5%","22.5%","13.1%","24.1%","28.7%","35.7%","35.8%","47.6%","29.9%","13.5%","Oregon","Multi-Family (2-4 Unit)",281700,"15,828","13,822","12,164","2,685","1,174","8,305","13,226","2,545","1,228","9,453","13,238","2,566","1,188","9,484","13,953","2,636","1,160","10,157","14,476","2,185","1,165","11,126","15,876","2,645","1,116","12,115","14,655","2,030","944","11,681","9,048","992","672","7,384","17,959","2,157","987","14,815",71220,"increased",338580,"West"
"633","2014",233.916,"OR","98.5%","22.5%","13.1%","24.1%","28.7%","35.7%","35.8%","47.6%","29.9%","13.5%","Oregon","Single Family Residential",233900,"15,828","13,822","12,164","2,685","1,174","8,305","13,226","2,545","1,228","9,453","13,238","2,566","1,188","9,484","13,953","2,636","1,160","10,157","14,476","2,185","1,165","11,126","15,876","2,645","1,116","12,115","14,655","2,030","944","11,681","9,048","992","672","7,384","17,959","2,157","987","14,815",71220,"increased",281129,"West"
"634","2014",233.916,"OR","98.5%","22.5%","13.1%","24.1%","28.7%","35.7%","35.8%","47.6%","29.9%","13.5%","Oregon","Townhouse",230600,"15,828","13,822","12,164","2,685","1,174","8,305","13,226","2,545","1,228","9,453","13,238","2,566","1,188","9,484","13,953","2,636","1,160","10,157","14,476","2,185","1,165","11,126","15,876","2,645","1,116","12,115","14,655","2,030","944","11,681","9,048","992","672","7,384","17,959","2,157","987","14,815",71220,"increased",277162,"West"
"635","2014",233.916,"PA","22.7%","-5.1%","-3.8%","-6.1%","-10.2%","-17.3%","-17.7%","-17.2%","-15.9%","-13.9%","Pennsylvania","All Residential",163500,"14,736","15,086","15,333","4,287","1,775","9,271","15,421","4,312","1,592","9,517","15,339","4,342","1,488","9,509","14,138","3,755","1,260","9,123","13,512","3,472","1,055","8,985","13,199","3,020","1,079","9,100","13,375","3,048","1,000","9,327","10,339","2,468","789","7,031","12,691","2,974","943","8,774",66740,"decreased",196514,"Northeast"
"636","2014",233.916,"PA","22.7%","-5.1%","-3.8%","-6.1%","-10.2%","-17.3%","-17.7%","-17.2%","-15.9%","-13.9%","Pennsylvania","Condo/Co-op",187400,"14,736","15,086","15,333","4,287","1,775","9,271","15,421","4,312","1,592","9,517","15,339","4,342","1,488","9,509","14,138","3,755","1,260","9,123","13,512","3,472","1,055","8,985","13,199","3,020","1,079","9,100","13,375","3,048","1,000","9,327","10,339","2,468","789","7,031","12,691","2,974","943","8,774",66740,"decreased",225240,"Northeast"
"637","2014",233.916,"PA","22.7%","-5.1%","-3.8%","-6.1%","-10.2%","-17.3%","-17.7%","-17.2%","-15.9%","-13.9%","Pennsylvania","Multi-Family (2-4 Unit)",99600,"14,736","15,086","15,333","4,287","1,775","9,271","15,421","4,312","1,592","9,517","15,339","4,342","1,488","9,509","14,138","3,755","1,260","9,123","13,512","3,472","1,055","8,985","13,199","3,020","1,079","9,100","13,375","3,048","1,000","9,327","10,339","2,468","789","7,031","12,691","2,974","943","8,774",66740,"decreased",119711,"Northeast"
"638","2014",233.916,"PA","22.7%","-5.1%","-3.8%","-6.1%","-10.2%","-17.3%","-17.7%","-17.2%","-15.9%","-13.9%","Pennsylvania","Single Family Residential",173200,"14,736","15,086","15,333","4,287","1,775","9,271","15,421","4,312","1,592","9,517","15,339","4,342","1,488","9,509","14,138","3,755","1,260","9,123","13,512","3,472","1,055","8,985","13,199","3,020","1,079","9,100","13,375","3,048","1,000","9,327","10,339","2,468","789","7,031","12,691","2,974","943","8,774",66740,"decreased",208172,"Northeast"
