"","DATE","Jan.CPI","state_code","Change.in.Total.Homelessness..2021.2022","Change.in.Total.Homelessness..2020.2022","Change.in.Total.Homelessness..2019.2022","Change.in.Total.Homelessness..2018.2022","Change.in.Total.Homelessness..2017.2022","Change.in.Total.Homelessness..2016.2022","Change.in.Total.Homelessness..2015.2022","Change.in.Total.Homelessness..2014.2022","Change.in.Total.Homelessness..2013.2022","Change.in.Total.Homelessness..2012.2022","state","property_type","median_sale_price","Overall.Homeless..2012","Overall.Homeless..2013","Overall.Homeless..2014","Overall.Homeless...Under.18..2014","Overall.Homeless...Age.18.to.24..2014","Overall.Homeless...Over.24..2014","Overall.Homeless..2015","Overall.Homeless...Under.18..2015","Overall.Homeless...Age.18.to.24..2015","Overall.Homeless...Over.24..2015","Overall.Homeless..2016","Overall.Homeless...Under.18..2016","Overall.Homeless...Age.18.to.24..2016","Overall.Homeless...Over.24..2016","Overall.Homeless..2017","Overall.Homeless...Under.18..2017","Overall.Homeless...Age.18.to.24..2017","Overall.Homeless...Over.24..2017","Overall.Homeless..2018","Overall.Homeless...Under.18..2018","Overall.Homeless...Age.18.to.24..2018","Overall.Homeless...Over.24..2018","Overall.Homeless..2019","Overall.Homeless...Under.18..2019","Overall.Homeless...Age.18.to.24..2019","Overall.Homeless...Over.24..2019","Overall.Homeless..2020","Overall.Homeless...Under.18..2020","Overall.Homeless...Age.18.to.24..2020","Overall.Homeless...Over.24..2020","Overall.Homeless..2021","Overall.Homeless...Under.18..2021","Overall.Homeless...Age.18.to.24..2021","Overall.Homeless...Over.24..2021","Overall.Homeless..2022","Overall.Homeless...Under.18..2022","Overall.Homeless...Age.18.to.24..2022","Overall.Homeless...Over.24..2022","state.income","homelessness_final_change","inflation_adjusted_price","region"
"975","2016",236.916,"GA","94.8%","4.4%","2.4%","12.5%","5.1%","-17.2%","-22.5%","-35.3%","-37.0%","-47.9%","Georgia","Condo/Co-op",154600,"20,516","16,971","16,521","2,716","1,246","12,559","13,790","2,500","812","10,478","12,909","2,237","907","9,765","10,174","1,646","697","7,831","9,499","1,673","610","7,216","10,443","1,679","642","8,122","10,234","1,667","530","8,037","5,486","1,265","347","3,647","10,689","1,785","616","8,288",64230,"decreased",183464,"South"
"976","2016",236.916,"GA","94.8%","4.4%","2.4%","12.5%","5.1%","-17.2%","-22.5%","-35.3%","-37.0%","-47.9%","Georgia","Multi-Family (2-4 Unit)",113700,"20,516","16,971","16,521","2,716","1,246","12,559","13,790","2,500","812","10,478","12,909","2,237","907","9,765","10,174","1,646","697","7,831","9,499","1,673","610","7,216","10,443","1,679","642","8,122","10,234","1,667","530","8,037","5,486","1,265","347","3,647","10,689","1,785","616","8,288",64230,"decreased",134928,"South"
"977","2016",236.916,"GA","94.8%","4.4%","2.4%","12.5%","5.1%","-17.2%","-22.5%","-35.3%","-37.0%","-47.9%","Georgia","Single Family Residential",189600,"20,516","16,971","16,521","2,716","1,246","12,559","13,790","2,500","812","10,478","12,909","2,237","907","9,765","10,174","1,646","697","7,831","9,499","1,673","610","7,216","10,443","1,679","642","8,122","10,234","1,667","530","8,037","5,486","1,265","347","3,647","10,689","1,785","616","8,288",64230,"decreased",224998,"South"
"978","2016",236.916,"GA","94.8%","4.4%","2.4%","12.5%","5.1%","-17.2%","-22.5%","-35.3%","-37.0%","-47.9%","Georgia","Townhouse",176800,"20,516","16,971","16,521","2,716","1,246","12,559","13,790","2,500","812","10,478","12,909","2,237","907","9,765","10,174","1,646","697","7,831","9,499","1,673","610","7,216","10,443","1,679","642","8,122","10,234","1,667","530","8,037","5,486","1,265","347","3,647","10,689","1,785","616","8,288",64230,"decreased",209808,"South"
"979","2016",236.916,"HI","139.6%","-7.6%","-6.9%","-8.6%","-17.4%","-24.7%","-21.7%","-13.7%","-5.8%","-4.5%","Hawaii","All Residential",475500,"6,246","6,335","6,918","1,864","507","4,547","7,620","1,918","531","5,171","7,921","1,941","531","5,449","7,220","1,575","497","5,148","6,530","1,366","370","4,794","6,412","1,177","323","4,912","6,458","1,101","396","4,961","2,490","766","157","1,567","5,967","865","305","4,797",86550,"decreased",564275,"West"
"980","2016",236.916,"HI","139.6%","-7.6%","-6.9%","-8.6%","-17.4%","-24.7%","-21.7%","-13.7%","-5.8%","-4.5%","Hawaii","Condo/Co-op",368700,"6,246","6,335","6,918","1,864","507","4,547","7,620","1,918","531","5,171","7,921","1,941","531","5,449","7,220","1,575","497","5,148","6,530","1,366","370","4,794","6,412","1,177","323","4,912","6,458","1,101","396","4,961","2,490","766","157","1,567","5,967","865","305","4,797",86550,"decreased",437536,"West"
"981","2016",236.916,"HI","139.6%","-7.6%","-6.9%","-8.6%","-17.4%","-24.7%","-21.7%","-13.7%","-5.8%","-4.5%","Hawaii","Single Family Residential",571600,"6,246","6,335","6,918","1,864","507","4,547","7,620","1,918","531","5,171","7,921","1,941","531","5,449","7,220","1,575","497","5,148","6,530","1,366","370","4,794","6,412","1,177","323","4,912","6,458","1,101","396","4,961","2,490","766","157","1,567","5,967","865","305","4,797",86550,"decreased",678317,"West"
"982","2016",236.916,"HI","139.6%","-7.6%","-6.9%","-8.6%","-17.4%","-24.7%","-21.7%","-13.7%","-5.8%","-4.5%","Hawaii","Townhouse",507500,"6,246","6,335","6,918","1,864","507","4,547","7,620","1,918","531","5,171","7,921","1,941","531","5,449","7,220","1,575","497","5,148","6,530","1,366","370","4,794","6,412","1,177","323","4,912","6,458","1,101","396","4,961","2,490","766","157","1,567","5,967","865","305","4,797",86550,"decreased",602250,"West"
"983","2016",236.916,"IA","-4.5%","-8.6%","4.5%","-12.0%","-12.2%","-21.1%","-21.5%","-22.5%","-21.6%","-17.4%","Iowa","All Residential",156900,"2,928","3,084","3,122","1,030","311","1,781","3,081","1,030","318","1,733","3,064","1,013","285","1,766","2,756","829","240","1,687","2,749","684","282","1,783","2,315","495","187","1,633","2,647","535","200","1,912","2,534","501","185","1,848","2,419","485","165","1,769",70900,"decreased",186193,"North Central"
"984","2016",236.916,"IA","-4.5%","-8.6%","4.5%","-12.0%","-12.2%","-21.1%","-21.5%","-22.5%","-21.6%","-17.4%","Iowa","Condo/Co-op",136900,"2,928","3,084","3,122","1,030","311","1,781","3,081","1,030","318","1,733","3,064","1,013","285","1,766","2,756","829","240","1,687","2,749","684","282","1,783","2,315","495","187","1,633","2,647","535","200","1,912","2,534","501","185","1,848","2,419","485","165","1,769",70900,"decreased",162459,"North Central"
"985","2016",236.916,"IA","-4.5%","-8.6%","4.5%","-12.0%","-12.2%","-21.1%","-21.5%","-22.5%","-21.6%","-17.4%","Iowa","Multi-Family (2-4 Unit)",85700,"2,928","3,084","3,122","1,030","311","1,781","3,081","1,030","318","1,733","3,064","1,013","285","1,766","2,756","829","240","1,687","2,749","684","282","1,783","2,315","495","187","1,633","2,647","535","200","1,912","2,534","501","185","1,848","2,419","485","165","1,769",70900,"decreased",101700,"North Central"
"986","2016",236.916,"IA","-4.5%","-8.6%","4.5%","-12.0%","-12.2%","-21.1%","-21.5%","-22.5%","-21.6%","-17.4%","Iowa","Single Family Residential",161500,"2,928","3,084","3,122","1,030","311","1,781","3,081","1,030","318","1,733","3,064","1,013","285","1,766","2,756","829","240","1,687","2,749","684","282","1,783","2,315","495","187","1,633","2,647","535","200","1,912","2,534","501","185","1,848","2,419","485","165","1,769",70900,"decreased",191652,"North Central"
"987","2016",236.916,"ID","5.8%","-13.7%","-13.7%","-0.7%","-1.9%","-11.1%","1.6%","-5.0%","12.2%","1.5%","Idaho","All Residential",196100,"1,968","1,781","2,104","518","186","1,400","1,966","484","160","1,322","2,247","578","195","1,474","2,037","443","153","1,441","2,012","438","157","1,417","2,315","473","220","1,622","2,315","592","149","1,574","1,889","552","144","1,120","1,998","459","132","1,407",67870,"increased",232712,"West"
"988","2016",236.916,"ID","5.8%","-13.7%","-13.7%","-0.7%","-1.9%","-11.1%","1.6%","-5.0%","12.2%","1.5%","Idaho","Condo/Co-op",171700,"1,968","1,781","2,104","518","186","1,400","1,966","484","160","1,322","2,247","578","195","1,474","2,037","443","153","1,441","2,012","438","157","1,417","2,315","473","220","1,622","2,315","592","149","1,574","1,889","552","144","1,120","1,998","459","132","1,407",67870,"increased",203756,"West"
"989","2016",236.916,"ID","5.8%","-13.7%","-13.7%","-0.7%","-1.9%","-11.1%","1.6%","-5.0%","12.2%","1.5%","Idaho","Multi-Family (2-4 Unit)",270900,"1,968","1,781","2,104","518","186","1,400","1,966","484","160","1,322","2,247","578","195","1,474","2,037","443","153","1,441","2,012","438","157","1,417","2,315","473","220","1,622","2,315","592","149","1,574","1,889","552","144","1,120","1,998","459","132","1,407",67870,"increased",321477,"West"
"990","2016",236.916,"ID","5.8%","-13.7%","-13.7%","-0.7%","-1.9%","-11.1%","1.6%","-5.0%","12.2%","1.5%","Idaho","Single Family Residential",196400,"1,968","1,781","2,104","518","186","1,400","1,966","484","160","1,322","2,247","578","195","1,474","2,037","443","153","1,441","2,012","438","157","1,417","2,315","473","220","1,622","2,315","592","149","1,574","1,889","552","144","1,120","1,998","459","132","1,407",67870,"increased",233068,"West"
"991","2016",236.916,"ID","5.8%","-13.7%","-13.7%","-0.7%","-1.9%","-11.1%","1.6%","-5.0%","12.2%","1.5%","Idaho","Townhouse",218400,"1,968","1,781","2,104","518","186","1,400","1,966","484","160","1,322","2,247","578","195","1,474","2,037","443","153","1,441","2,012","438","157","1,417","2,315","473","220","1,622","2,315","592","149","1,574","1,889","552","144","1,120","1,998","459","132","1,407",67870,"increased",259175,"West"
"992","2016",236.916,"IL","15.8%","-11.7%","-9.7%","-13.4%","-14.7%","-20.5%","-30.1%","-29.7%","-31.4%","-34.9%","Illinois","All Residential",171800,"14,144","13,425","13,107","3,592","1,450","8,065","13,177","3,187","1,349","8,641","11,590","2,892","1,130","7,568","10,798","2,455","1,106","7,237","10,643","2,505","958","7,180","10,199","2,355","926","6,918","10,431","2,212","958","7,261","7,958","1,828","804","5,142","9,212","1,902","897","6,413",73650,"decreased",203875,"North Central"
"993","2016",236.916,"IL","15.8%","-11.7%","-9.7%","-13.4%","-14.7%","-20.5%","-30.1%","-29.7%","-31.4%","-34.9%","Illinois","Condo/Co-op",173000,"14,144","13,425","13,107","3,592","1,450","8,065","13,177","3,187","1,349","8,641","11,590","2,892","1,130","7,568","10,798","2,455","1,106","7,237","10,643","2,505","958","7,180","10,199","2,355","926","6,918","10,431","2,212","958","7,261","7,958","1,828","804","5,142","9,212","1,902","897","6,413",73650,"decreased",205299,"North Central"
"994","2016",236.916,"IL","15.8%","-11.7%","-9.7%","-13.4%","-14.7%","-20.5%","-30.1%","-29.7%","-31.4%","-34.9%","Illinois","Multi-Family (2-4 Unit)",172800,"14,144","13,425","13,107","3,592","1,450","8,065","13,177","3,187","1,349","8,641","11,590","2,892","1,130","7,568","10,798","2,455","1,106","7,237","10,643","2,505","958","7,180","10,199","2,355","926","6,918","10,431","2,212","958","7,261","7,958","1,828","804","5,142","9,212","1,902","897","6,413",73650,"decreased",205062,"North Central"
"995","2016",236.916,"IL","15.8%","-11.7%","-9.7%","-13.4%","-14.7%","-20.5%","-30.1%","-29.7%","-31.4%","-34.9%","Illinois","Single Family Residential",174600,"14,144","13,425","13,107","3,592","1,450","8,065","13,177","3,187","1,349","8,641","11,590","2,892","1,130","7,568","10,798","2,455","1,106","7,237","10,643","2,505","958","7,180","10,199","2,355","926","6,918","10,431","2,212","958","7,261","7,958","1,828","804","5,142","9,212","1,902","897","6,413",73650,"decreased",207198,"North Central"
"996","2016",236.916,"IL","15.8%","-11.7%","-9.7%","-13.4%","-14.7%","-20.5%","-30.1%","-29.7%","-31.4%","-34.9%","Illinois","Townhouse",172700,"14,144","13,425","13,107","3,592","1,450","8,065","13,177","3,187","1,349","8,641","11,590","2,892","1,130","7,568","10,798","2,455","1,106","7,237","10,643","2,505","958","7,180","10,199","2,355","926","6,918","10,431","2,212","958","7,261","7,958","1,828","804","5,142","9,212","1,902","897","6,413",73650,"decreased",204943,"North Central"
"997","2016",236.916,"IN","9.5%","-3.1%","-0.4%","3.6%","0.2%","-6.0%","-7.1%","-8.7%","-10.6%","-12.9%","Indiana","All Residential",134100,"6,259","6,096","5,971","1,277","546","4,148","5,863","1,261","492","4,110","5,798","1,319","448","4,031","5,438","1,177","355","3,906","5,258","981","332","3,945","5,471","1,092","327","4,052","5,625","978","352","4,295","4,975","845","295","3,835","5,449","1,012","335","4,102",67310,"decreased",159136,"North Central"
"998","2016",236.916,"IN","9.5%","-3.1%","-0.4%","3.6%","0.2%","-6.0%","-7.1%","-8.7%","-10.6%","-12.9%","Indiana","Condo/Co-op",113600,"6,259","6,096","5,971","1,277","546","4,148","5,863","1,261","492","4,110","5,798","1,319","448","4,031","5,438","1,177","355","3,906","5,258","981","332","3,945","5,471","1,092","327","4,052","5,625","978","352","4,295","4,975","845","295","3,835","5,449","1,012","335","4,102",67310,"decreased",134809,"North Central"
"999","2016",236.916,"IN","9.5%","-3.1%","-0.4%","3.6%","0.2%","-6.0%","-7.1%","-8.7%","-10.6%","-12.9%","Indiana","Multi-Family (2-4 Unit)",37500,"6,259","6,096","5,971","1,277","546","4,148","5,863","1,261","492","4,110","5,798","1,319","448","4,031","5,438","1,177","355","3,906","5,258","981","332","3,945","5,471","1,092","327","4,052","5,625","978","352","4,295","4,975","845","295","3,835","5,449","1,012","335","4,102",67310,"decreased",44501,"North Central"
"1000","2016",236.916,"IN","9.5%","-3.1%","-0.4%","3.6%","0.2%","-6.0%","-7.1%","-8.7%","-10.6%","-12.9%","Indiana","Single Family Residential",136800,"6,259","6,096","5,971","1,277","546","4,148","5,863","1,261","492","4,110","5,798","1,319","448","4,031","5,438","1,177","355","3,906","5,258","981","332","3,945","5,471","1,092","327","4,052","5,625","978","352","4,295","4,975","845","295","3,835","5,449","1,012","335","4,102",67310,"decreased",162340,"North Central"
"1001","2016",236.916,"IN","9.5%","-3.1%","-0.4%","3.6%","0.2%","-6.0%","-7.1%","-8.7%","-10.6%","-12.9%","Indiana","Townhouse",141900,"6,259","6,096","5,971","1,277","546","4,148","5,863","1,261","492","4,110","5,798","1,319","448","4,031","5,438","1,177","355","3,906","5,258","981","332","3,945","5,471","1,092","327","4,052","5,625","978","352","4,295","4,975","845","295","3,835","5,449","1,012","335","4,102",67310,"decreased",168393,"North Central"
"1002","2016",236.916,"KS","32.9%","-2.1%","0.7%","8.2%","4.8%","6.3%","-7.4%","-13.9%","-11.0%","-10.7%","Kansas","All Residential",161900,"2,684","2,693","2,783","707","192","1,884","2,588","705","175","1,708","2,255","639","115","1,501","2,287","553","138","1,596","2,216","507","169","1,540","2,381","383","150","1,848","2,449","407","213","1,829","1,803","277","152","1,374","2,397","369","161","1,867",68160,"decreased",192127,"North Central"
"1003","2016",236.916,"KS","32.9%","-2.1%","0.7%","8.2%","4.8%","6.3%","-7.4%","-13.9%","-11.0%","-10.7%","Kansas","Condo/Co-op",111500,"2,684","2,693","2,783","707","192","1,884","2,588","705","175","1,708","2,255","639","115","1,501","2,287","553","138","1,596","2,216","507","169","1,540","2,381","383","150","1,848","2,449","407","213","1,829","1,803","277","152","1,374","2,397","369","161","1,867",68160,"decreased",132317,"North Central"
"1004","2016",236.916,"KS","32.9%","-2.1%","0.7%","8.2%","4.8%","6.3%","-7.4%","-13.9%","-11.0%","-10.7%","Kansas","Multi-Family (2-4 Unit)",110000,"2,684","2,693","2,783","707","192","1,884","2,588","705","175","1,708","2,255","639","115","1,501","2,287","553","138","1,596","2,216","507","169","1,540","2,381","383","150","1,848","2,449","407","213","1,829","1,803","277","152","1,374","2,397","369","161","1,867",68160,"decreased",130537,"North Central"
"1005","2016",236.916,"KS","32.9%","-2.1%","0.7%","8.2%","4.8%","6.3%","-7.4%","-13.9%","-11.0%","-10.7%","Kansas","Single Family Residential",167600,"2,684","2,693","2,783","707","192","1,884","2,588","705","175","1,708","2,255","639","115","1,501","2,287","553","138","1,596","2,216","507","169","1,540","2,381","383","150","1,848","2,449","407","213","1,829","1,803","277","152","1,374","2,397","369","161","1,867",68160,"decreased",198891,"North Central"
"1006","2016",236.916,"KS","32.9%","-2.1%","0.7%","8.2%","4.8%","6.3%","-7.4%","-13.9%","-11.0%","-10.7%","Kansas","Townhouse",120900,"2,684","2,693","2,783","707","192","1,884","2,588","705","175","1,708","2,255","639","115","1,501","2,287","553","138","1,596","2,216","507","169","1,540","2,381","383","150","1,848","2,449","407","213","1,829","1,803","277","152","1,374","2,397","369","161","1,867",68160,"decreased",143472,"North Central"
"1007","2016",236.916,"KY","56.6%","-0.7%","-2.3%","8.0%","-1.0%","-6.0%","-12.2%","-21.7%","-24.0%","-23.8%","Kentucky","All Residential",147100,"5,230","5,245","5,089","1,073","484","3,532","4,538","861","352","3,325","4,237","787","330","3,120","4,025","616","331","3,078","3,688","616","248","2,824","4,079","629","308","3,142","4,011","581","268","3,162","2,544","372","203","1,969","3,984","608","279","3,097",54440,"decreased",174563,"South"
"1008","2016",236.916,"KY","56.6%","-0.7%","-2.3%","8.0%","-1.0%","-6.0%","-12.2%","-21.7%","-24.0%","-23.8%","Kentucky","Condo/Co-op",125500,"5,230","5,245","5,089","1,073","484","3,532","4,538","861","352","3,325","4,237","787","330","3,120","4,025","616","331","3,078","3,688","616","248","2,824","4,079","629","308","3,142","4,011","581","268","3,162","2,544","372","203","1,969","3,984","608","279","3,097",54440,"decreased",148931,"South"
"1009","2016",236.916,"KY","56.6%","-0.7%","-2.3%","8.0%","-1.0%","-6.0%","-12.2%","-21.7%","-24.0%","-23.8%","Kentucky","Multi-Family (2-4 Unit)",115400,"5,230","5,245","5,089","1,073","484","3,532","4,538","861","352","3,325","4,237","787","330","3,120","4,025","616","331","3,078","3,688","616","248","2,824","4,079","629","308","3,142","4,011","581","268","3,162","2,544","372","203","1,969","3,984","608","279","3,097",54440,"decreased",136945,"South"
"1010","2016",236.916,"KY","56.6%","-0.7%","-2.3%","8.0%","-1.0%","-6.0%","-12.2%","-21.7%","-24.0%","-23.8%","Kentucky","Single Family Residential",150300,"5,230","5,245","5,089","1,073","484","3,532","4,538","861","352","3,325","4,237","787","330","3,120","4,025","616","331","3,078","3,688","616","248","2,824","4,079","629","308","3,142","4,011","581","268","3,162","2,544","372","203","1,969","3,984","608","279","3,097",54440,"decreased",178361,"South"
"1011","2016",236.916,"KY","56.6%","-0.7%","-2.3%","8.0%","-1.0%","-6.0%","-12.2%","-21.7%","-24.0%","-23.8%","Kentucky","Townhouse",128600,"5,230","5,245","5,089","1,073","484","3,532","4,538","861","352","3,325","4,237","787","330","3,120","4,025","616","331","3,078","3,688","616","248","2,824","4,079","629","308","3,142","4,011","581","268","3,162","2,544","372","203","1,969","3,984","608","279","3,097",54440,"decreased",152610,"South"
"1012","2016",236.916,"LA","246.0%","132.4%","150.7%","141.0%","123.1%","84.6%","80.7%","60.1%","41.1%","-5.1%","Louisiana","All Residential",178000,"7,772","5,226","4,606","860","470","3,276","4,081","581","443","3,057","3,994","608","405","2,981","3,305","527","238","2,540","3,059","371","219","2,469","2,941","375","182","2,384","3,173","396","275","2,502","2,131","298","146","1,205","7,373","2,262","211","4,900",50630,"decreased",211232,"South"
"1013","2016",236.916,"LA","246.0%","132.4%","150.7%","141.0%","123.1%","84.6%","80.7%","60.1%","41.1%","-5.1%","Louisiana","Condo/Co-op",143000,"7,772","5,226","4,606","860","470","3,276","4,081","581","443","3,057","3,994","608","405","2,981","3,305","527","238","2,540","3,059","371","219","2,469","2,941","375","182","2,384","3,173","396","275","2,502","2,131","298","146","1,205","7,373","2,262","211","4,900",50630,"decreased",169698,"South"
"1014","2016",236.916,"LA","246.0%","132.4%","150.7%","141.0%","123.1%","84.6%","80.7%","60.1%","41.1%","-5.1%","Louisiana","Multi-Family (2-4 Unit)",182000,"7,772","5,226","4,606","860","470","3,276","4,081","581","443","3,057","3,994","608","405","2,981","3,305","527","238","2,540","3,059","371","219","2,469","2,941","375","182","2,384","3,173","396","275","2,502","2,131","298","146","1,205","7,373","2,262","211","4,900",50630,"decreased",215979,"South"
"1015","2016",236.916,"LA","246.0%","132.4%","150.7%","141.0%","123.1%","84.6%","80.7%","60.1%","41.1%","-5.1%","Louisiana","Single Family Residential",182100,"7,772","5,226","4,606","860","470","3,276","4,081","581","443","3,057","3,994","608","405","2,981","3,305","527","238","2,540","3,059","371","219","2,469","2,941","375","182","2,384","3,173","396","275","2,502","2,131","298","146","1,205","7,373","2,262","211","4,900",50630,"decreased",216098,"South"
"1016","2016",236.916,"LA","246.0%","132.4%","150.7%","141.0%","123.1%","84.6%","80.7%","60.1%","41.1%","-5.1%","Louisiana","Townhouse",174900,"7,772","5,226","4,606","860","470","3,276","4,081","581","443","3,057","3,994","608","405","2,981","3,305","527","238","2,540","3,059","371","219","2,469","2,941","375","182","2,384","3,173","396","275","2,502","2,131","298","146","1,205","7,373","2,262","211","4,900",50630,"decreased",207554,"South"
"1017","2016",236.916,"MA","2.8%","-13.7%","-16.0%","-22.7%","-11.7%","-20.9%","-26.6%","-27.0%","-18.5%","-11.4%","Massachusetts","All Residential",340400,"17,501","19,029","21,237","8,916","1,975","10,346","21,135","8,583","2,047","10,505","19,608","7,764","1,492","10,352","17,565","6,465","1,510","9,590","20,068","7,660","1,674","10,734","18,471","7,357","1,540","9,574","17,975","7,092","1,404","9,479","15,079","5,900","1,165","7,998","15,507","5,977","1,187","8,343",86710,"decreased",403952,"Northeast"
"1018","2016",236.916,"MA","2.8%","-13.7%","-16.0%","-22.7%","-11.7%","-20.9%","-26.6%","-27.0%","-18.5%","-11.4%","Massachusetts","Condo/Co-op",332600,"17,501","19,029","21,237","8,916","1,975","10,346","21,135","8,583","2,047","10,505","19,608","7,764","1,492","10,352","17,565","6,465","1,510","9,590","20,068","7,660","1,674","10,734","18,471","7,357","1,540","9,574","17,975","7,092","1,404","9,479","15,079","5,900","1,165","7,998","15,507","5,977","1,187","8,343",86710,"decreased",394696,"Northeast"
"1019","2016",236.916,"MA","2.8%","-13.7%","-16.0%","-22.7%","-11.7%","-20.9%","-26.6%","-27.0%","-18.5%","-11.4%","Massachusetts","Multi-Family (2-4 Unit)",374700,"17,501","19,029","21,237","8,916","1,975","10,346","21,135","8,583","2,047","10,505","19,608","7,764","1,492","10,352","17,565","6,465","1,510","9,590","20,068","7,660","1,674","10,734","18,471","7,357","1,540","9,574","17,975","7,092","1,404","9,479","15,079","5,900","1,165","7,998","15,507","5,977","1,187","8,343",86710,"decreased",444656,"Northeast"
"1020","2016",236.916,"MA","2.8%","-13.7%","-16.0%","-22.7%","-11.7%","-20.9%","-26.6%","-27.0%","-18.5%","-11.4%","Massachusetts","Single Family Residential",337900,"17,501","19,029","21,237","8,916","1,975","10,346","21,135","8,583","2,047","10,505","19,608","7,764","1,492","10,352","17,565","6,465","1,510","9,590","20,068","7,660","1,674","10,734","18,471","7,357","1,540","9,574","17,975","7,092","1,404","9,479","15,079","5,900","1,165","7,998","15,507","5,977","1,187","8,343",86710,"decreased",400986,"Northeast"
"1021","2016",236.916,"MA","2.8%","-13.7%","-16.0%","-22.7%","-11.7%","-20.9%","-26.6%","-27.0%","-18.5%","-11.4%","Massachusetts","Townhouse",312100,"17,501","19,029","21,237","8,916","1,975","10,346","21,135","8,583","2,047","10,505","19,608","7,764","1,492","10,352","17,565","6,465","1,510","9,590","20,068","7,660","1,674","10,734","18,471","7,357","1,540","9,574","17,975","7,092","1,404","9,479","15,079","5,900","1,165","7,998","15,507","5,977","1,187","8,343",86710,"decreased",370369,"Northeast"
"1022","2016",236.916,"MD","17.6%","-15.9%","-18.5%","-25.1%","-26.2%","-30.4%","-36.2%","-31.9%","-34.8%","-43.4%","Maryland","All Residential",242900,"9,454","8,205","7,856","1,812","592","5,452","8,390","1,908","664","5,818","7,689","1,705","463","5,521","7,247","1,370","422","5,455","7,144","1,399","397","5,348","6,561","1,214","399","4,948","6,360","1,215","346","4,799","4,550","785","375","3,361","5,349","1,080","354","3,915",88500,"decreased",288249,"South"
"1023","2016",236.916,"MD","17.6%","-15.9%","-18.5%","-25.1%","-26.2%","-30.4%","-36.2%","-31.9%","-34.8%","-43.4%","Maryland","Condo/Co-op",162500,"9,454","8,205","7,856","1,812","592","5,452","8,390","1,908","664","5,818","7,689","1,705","463","5,521","7,247","1,370","422","5,455","7,144","1,399","397","5,348","6,561","1,214","399","4,948","6,360","1,215","346","4,799","4,550","785","375","3,361","5,349","1,080","354","3,915",88500,"decreased",192839,"South"
"1024","2016",236.916,"MD","17.6%","-15.9%","-18.5%","-25.1%","-26.2%","-30.4%","-36.2%","-31.9%","-34.8%","-43.4%","Maryland","Multi-Family (2-4 Unit)",103700,"9,454","8,205","7,856","1,812","592","5,452","8,390","1,908","664","5,818","7,689","1,705","463","5,521","7,247","1,370","422","5,455","7,144","1,399","397","5,348","6,561","1,214","399","4,948","6,360","1,215","346","4,799","4,550","785","375","3,361","5,349","1,080","354","3,915",88500,"decreased",123061,"South"
"1025","2016",236.916,"MD","17.6%","-15.9%","-18.5%","-25.1%","-26.2%","-30.4%","-36.2%","-31.9%","-34.8%","-43.4%","Maryland","Single Family Residential",293200,"9,454","8,205","7,856","1,812","592","5,452","8,390","1,908","664","5,818","7,689","1,705","463","5,521","7,247","1,370","422","5,455","7,144","1,399","397","5,348","6,561","1,214","399","4,948","6,360","1,215","346","4,799","4,550","785","375","3,361","5,349","1,080","354","3,915",88500,"decreased",347940,"South"
"1026","2016",236.916,"MD","17.6%","-15.9%","-18.5%","-25.1%","-26.2%","-30.4%","-36.2%","-31.9%","-34.8%","-43.4%","Maryland","Townhouse",179700,"9,454","8,205","7,856","1,812","592","5,452","8,390","1,908","664","5,818","7,689","1,705","463","5,521","7,247","1,370","422","5,455","7,144","1,399","397","5,348","6,561","1,214","399","4,948","6,360","1,215","346","4,799","4,550","785","375","3,361","5,349","1,080","354","3,915",88500,"decreased",213250,"South"
"1027","2016",236.916,"ME","113.8%","110.3%","109.4%","75.3%","93.5%","96.8%","86.0%","61.8%","46.3%","84.3%","Maine","All Residential",141000,"2,393","3,016","2,726","793","315","1,618","2,372","637","245","1,490","2,241","580","201","1,460","2,280","590","191","1,499","2,516","654","184","1,678","2,106","541","147","1,418","2,097","480","149","1,468","2,063","461","138","1,464","4,411","1,073","290","3,048",61020,"increased",167325,"Northeast"
"1028","2016",236.916,"ME","113.8%","110.3%","109.4%","75.3%","93.5%","96.8%","86.0%","61.8%","46.3%","84.3%","Maine","Condo/Co-op",126800,"2,393","3,016","2,726","793","315","1,618","2,372","637","245","1,490","2,241","580","201","1,460","2,280","590","191","1,499","2,516","654","184","1,678","2,106","541","147","1,418","2,097","480","149","1,468","2,063","461","138","1,464","4,411","1,073","290","3,048",61020,"increased",150473,"Northeast"
"1029","2016",236.916,"ME","113.8%","110.3%","109.4%","75.3%","93.5%","96.8%","86.0%","61.8%","46.3%","84.3%","Maine","Multi-Family (2-4 Unit)",116700,"2,393","3,016","2,726","793","315","1,618","2,372","637","245","1,490","2,241","580","201","1,460","2,280","590","191","1,499","2,516","654","184","1,678","2,106","541","147","1,418","2,097","480","149","1,468","2,063","461","138","1,464","4,411","1,073","290","3,048",61020,"increased",138488,"Northeast"
"1030","2016",236.916,"ME","113.8%","110.3%","109.4%","75.3%","93.5%","96.8%","86.0%","61.8%","46.3%","84.3%","Maine","Single Family Residential",140800,"2,393","3,016","2,726","793","315","1,618","2,372","637","245","1,490","2,241","580","201","1,460","2,280","590","191","1,499","2,516","654","184","1,678","2,106","541","147","1,418","2,097","480","149","1,468","2,063","461","138","1,464","4,411","1,073","290","3,048",61020,"increased",167087,"Northeast"
